Name,Bias Rating,Country,Website,Youtube Channel,Twitter Handle,Twitter Similarity
The Week (theweek.com),left,USA (45/180 Press Freedom),https://theweek.com/,,theweek,1.0
The World Can’t Wait (worldcantwait.net),left,USA (44/180 Press Freedom),https://worldcantwait.net/,,,
TheGrio (thegrio.com),left,USA,https://thegrio.com/,,,
The Zero Hour (www.thisisthezerohour.com),left,USA,https://thisisthezerohour.com/,,,
Them.us,left,United States,https://www.them.us/,,them,1.0
Think Progress (thinkprogress.org),left,USA,https://thinkprogress.org/,thinkprogress,thinkprogress,1.0
Towleroad (www.towleroad.com),left,USA,http://www.towleroad.com/,,,
TreeHugger (www.treehugger.com),left,USA,https://www.treehugger.com/,,treehugger,1.0
TruthDig (www.truthdig.com),left,USA,https://www.truthdig.com/,,truthdig,1.0
TruthOut (truthout.org),left,USA (44/180 Press Freedom),https://truthout.org/,,,
Truth Theory (truththeory.com),left,United Kingdom,https://truththeory.com,UC7pjcXDOGZ9uJlTJ8dIet5g,,
Unicorn Riot (www.unicornriot.ninja),left,USA,https://unicornriot.ninja/,UCeHbMlHDec5NmJfiQXMYGXQ,ur_ninja,0.42105263157894735
Uproxx (uproxx.com),left,,https://uproxx.com/,uproxxvideo,uproxx,1.0
Upworthy (www.upworthy.com),left,USA,https://www.upworthy.com/,upworthy,upworthy,1.0
Vanity Fair (www.vanityfair.com),left,USA (45/180 Press Freedom),https://www.vanityfair.com,VanityFairMagazine,vanityfair,1.0
Viral Title (viraltitle.com),left,Panama,http://viraltitle.com,,,
Vox (www.vox.com),left,USA (44/180 Press Freedom),https://www.vox.com/,,,
Wall Street on Parade (wallstreetonparade.com),left,USA (45/180 Press Freedom),https://wallstreetonparade.com/,,,
Washington Babylon (washingtonbabylon.com),left,USA,https://washingtonbabylon.com/,,,
Washington Press (washingtonpress.com),left,USA,https://washingtonpress.com/,,washpress_news,0.6206896551724138
Washington Sources (washingtonsources.org),left,USA,http://washingtonsources.org,,,
Washingtonian (washingtonian.com),left,USA,https://www.washingtonian.com,,,
Wear Your Voice (wearyourvoicemag.com),left,USA (44/180 Press Freedom),https://wearyourvoicemag.com,,,
We Hunted the Mammoth (wehuntedthemammoth.com),left,USA,http://www.wehuntedthemammoth.com/,,,
White House Watch (whitehousewatch.com),left,USA,https://whitehousewatch.com,,froomkin,0.08695652173913043
Who.What.Why (whowhatwhy.org),left,USA (44/180 Press Freedom),https://whowhatwhy.org/,,,
Wonkette (wonkette.com),left,USA,https://www.wonkette.com,,ser1897,0.13333333333333333
Workers World (www.workers.org),left,USA (44/180 Press Freedom),https://www.workers.org/,wwpvideo,workersworld,0.7368421052631579
World Socialist Web Site (wsws.org),left,USA (44/180 Press Freedom),https://www.wsws.org,,,
Yes Magazine (www.yesmagazine.org),left,USA,https://www.yesmagazine.org,,yesmagazine,1.0
Young Turks (tytnetwork.com),left,USA,https://tytnetwork.com/,,,
Your Black World (yourblackworld.net),left,USA,http://yourblackworld.net,drboycewatkins,yourblackworld,1.0
Z Magazine (zcomm.org),left,USA,https://zcomm.org/zmag/,,,
604 Now (604now.com),center-left,Canada,https://604now.com/,The604Now,604now,1.0
972 Magazine (972mag.com),center-left,USA,https://972mag.com/,,972mag,1.0
"1600 Daily (www.whitehouse.gov)
",center-left,USA,https://www.whitehouse.gov/1600daily,whitehouse,whitehouse,1.0
ABC News (abcnews.go.com),center-left,USA,https://abcnews.go.com,ABCNews,abc,0.0
ABC News Australia (www.abc.net.au),center-left,Australia,https://www.abc.net.au,,abcaustralia,0.4
ABC11 Eyewitness News (abc11.com),center-left,USA,https://abc11.com/,,abc11_wtvd,0.6666666666666666
Above the Law (abovethelaw.com),center-left,USA,https://abovethelaw.com/,,,
AceShowbiz (aceshowbiz.com),center-left,Indonesia,https://www.aceshowbiz.com/,,,
ACLU (www.aclu.org),center-left,USA (44/180 Press Freedom),https://www.aclu.org/,aclu,aclu,1.0
Ada Derana (adaderana.lk),center-left,Sri Lanka,http://www.adaderana.lk/,DeranaVideos,adaderana,1.0
Aeon (aeon.co),center-left,Australia,https://aeon.co/,,aeonmag,0.7272727272727273
Affinity Magazine (affinitymagazine.us),center-left,USA,http://affinitymagazine.us/,,,
African Arguments (africanarguments.org),center-left,United Kingdom,https://africanarguments.org/,,africaarguments,0.967741935483871
"Africa News (www.africanews.com)
",center-left,France,https://www.africanews.com/,africanews,africanews,1.0
Ahval News (ahvalnews.com),center-left,USA,https://ahvalnews.com/,,ahval_en,0.7058823529411765
Akron Beacon Journal (beaconjournal.com),center-left,USA,https://www.beaconjournal.com/,,,
Al Jazeera (www.aljazeera.com),center-left,Qatar,https://www.aljazeera.com/,aljazeeraenglish,ajenglish,0.2222222222222222
Al Monitor (www.al-monitor.com),center-left,USA,https://www.al-monitor.com/,,almonitor,0.9473684210526315
Al-Sura (al-sura.com),center-left,USA,https://al-sura.com,,,
Alan Guttmacher Institute (www.guttmacher.org),center-left,USA,https://www.guttmacher.org/,,,
Albany Times-Union (www.timesunion.com),center-left,USA,https://www.timesunion.com/,,timesunion,1.0
Alberta Views (https://albertaviews.ca),center-left,Canada,https://albertaviews.ca,,albertaviewsmag,0.8888888888888888
AllGov (www.allgov.com),center-left,USA,http://www.allgov.com,,,
Almaguin News (northbaynipissing.com/almaguinhighlands-on),center-left,Canada,https://www.northbaynipissing.com/almaguinhighlands-on/,,,
AM New York (www.amny.com),center-left,USA,http://www.amny.com/,,,
America Magazine (www.americamagazine.org),center-left,USA,https://www.americamagazine.org/,americamedia,americamag,0.8
American Immigration Council (www.americanimmigrationcouncil.org),center-left,USA,https://www.americanimmigrationcouncil.org,,,
American Public Media (americanpublicmedia.org),center-left,USA (44/180 Press Freedom),https://www.americanpublicmedia.org,,ampubmedia,0.6896551724137931
American Purpose (americanpurpose.com),center-left,USA,https://www.americanpurpose.com/,,americanpurpose,1.0
Amnesty International (www.amnesty.org),center-left,United Kingdom,https://www.amnesty.org/en/,,,
Ancaster News (thespec.com/local-ancaster),center-left,Canada,https://www.thespec.com/local-ancaster,,,
Anniston Star (www.annistonstar.com),center-left,USA,https://www.annistonstar.com,,,
Anthropocene Magazine (www.anthropocenemagazine.org),center-left,USA,http://www.anthropocenemagazine.org/,,,
Anti Defamation League (www.adl.org),center-left,USA,https://www.adl.org,ADLNational,adl,1.0
AOL (www.aol.com),center-left,USA,https://www.aol.com/,,,
APM Reports (www.apmreports.org),center-left,USA,https://www.apmreports.org/,,,
Apple News,center-left,USA,https://www.apple.com/apple-news/,,,
"APTN National News
",center-left,Canada,https://www.aptnnews.ca/,,,
Areo Magazine,center-left,United Kingdom,https://areomagazine.com,,areomagazine,1.0
"Arizona Capitol Times (azcapitoltimes.com)
",center-left,USA,https://azcapitoltimes.com/,,,
Arizona Daily Star (tucson.com),center-left,USA,http://tucson.com/,,,
Arizona Daily Sun (azdailysun.com),center-left,USA,http://azdailysun.com,,,
Arizona Republic (www.azcentral.com),center-left,USA,https://www.azcentral.com,,azcentral,1.0
Arkansas Times (www.arktimes.com),center-left,USA,https://www.arktimes.com,ArkansasTimes,arktimes,1.0
Arms Control Association (https://www.armscontrol.org),center-left,USA,https://www.armscontrol.org,,,
Arnprior Chronicle-Guide (insideottawavalley.com/arnprior-on/),center-left,Canada,https://www.insideottawavalley.com/arnprior-on/,,,
ARTE (arte.tv),center-left,France/Germany,https://www.arte.tv/,,,
Asheville Citizen-Times (www.citizen-times.com),center-left,USA,https://www.citizen-times.com/,,asheville,0.18181818181818182
Asia Sentinel,center-left,USA,https://www.asiasentinel.com/,,,
Aspenia Online (aspeniaonline.it),center-left,Italy,https://aspeniaonline.it/,,,
Aspen Institute (aspeninstitute.org),center-left,USA,https://www.aspeninstitute.org/,,,
"Associated Press (apnews.com)
",center-left,USA,https://apnews.com/,AssociatedPress,ap,0.5
Atavist Magazine (magazine.atavist.com),center-left,USA,https://magazine.atavist.com/,,,
Athens Banner-Herald (onlineathens.com),center-left,USA,https://www.onlineathens.com/,,,
Atlanta Black Star (atlantablackstar.com),center-left,USA,https://atlantablackstar.com/,,,
Atlanta Journal-Constitution (www.ajc.com),center-left,USA,https://www.ajc.com/,,,
Atlantic (www.theatlantic.com),center-left,USA,https://www.theatlantic.com/,TheAtlantic,theatlantic,1.0
Atlantic Media (www.atlanticmedia.com),center-left,USA,https://www.atlanticmedia.com/,,,
ATTN: (www.attn.com),center-left,USA,https://www.attn.com/,attn,attn,1.0
Aurora Banner (yorkregion.com/aurora-on/),center-left,Canada,https://www.yorkregion.com/aurora-on/,,,
Bangor Daily News (bangordailynews.com),center-left,USA,https://bangordailynews.com/,,,
Baptist News Global (baptistnews.com),center-left,USA,https://baptistnews.com/,,baptist_news,0.9565217391304348
Barrie Advance (simcoe.com/barrie-on/),center-left,Canada,https://www.simcoe.com/barrie-on/,,,
Barrie Today (barrietoday.com),center-left,Canada,https://www.barrietoday.com/,,barrietoday,1.0
Battle Creek Enquirer (www.battlecreekenquirer.com),center-left,USA,https://www.battlecreekenquirer.com,,bcenquirer,0.6896551724137931
"Baxter Bulletin (www.baxterbulletin.com)
",center-left,USA,https://www.baxterbulletin.com,,,
Bay Nature Magazine (baynature.org),center-left,USA,https://baynature.org/,,baynature,1.0
BBC News (www.bbc.com),center-left,United Kingdom,https://www.bbc.com/news,,bbcworld,0.5454545454545454
Bedford Times-Mail (tmnews.com),center-left,USA,https://www.tmnews.com/,,,
Bellingcat (www.bellingcat.com),center-left,United Kingdom,https://www.bellingcat.com/,,,
Berkeleyside (www.berkeleyside.com),center-left,USA,https://www.berkeleyside.com/,,,
Berkshire Eagle (www.berkshireeagle.com),center-left,USA,https://www.berkshireeagle.com/,UCvL92VdN1kAeX_769U407Nw,,
Berliner Zeitung (berliner-zeitung.de),center-left,Germany,https://www.berliner-zeitung.de/,UCOK_An4e3Um5pkziO3e1Qyw,berlinerzeitung,0.967741935483871
Bing News (www.bing.com),center-left,USA,https://www.bing.com/news,,,
Birmingham Mail (www.birminghammail.co.uk),center-left,United Kingdom,https://www.birminghammail.co.uk,,birmingham_live,0.7586206896551724
Black Enterprise (blackenterprise.com),center-left,USA,https://www.blackenterprise.com/,BEMultiMedia,,
BlackPressUSA (blackpressusa.com),center-left,USA,https://blackpressusa.com/,UCS5gJZ-_6k3e26hG7H4t3vA,blackpressusa,1.0
Bleacher Report (bleacherreport.com),center-left,USA,https://bleacherreport.com/,,bleacherreport,1.0
Bloomberg (www.bloomberg.com),center-left,USA,https://www.bloomberg.com/,,,
Bluestem Prairie (www.bluestemprairie.com),center-left,USA,http://www.bluestemprairie.com/,Bluestemprairie,bspinmn,0.2727272727272727
Boston.com,center-left,USA,https://www.boston.com/,,,
Boston Globe (www.bostonglobe.com),center-left,USA,https://www.bostonglobe.com/,,bostonglobe,1.0
Boy Genius Report (bgr.com),center-left,USA,http://bgr.com/,,,
Bracebridge (muskokaregion.com/bracebridge-on/),center-left,Canada,https://www.muskokaregion.com/bracebridge-on/,,,
Brampton Guardian,center-left,Canada,https://www.bramptonguardian.com,,bmptguardian,0.8571428571428571
Brennan Center for Justice (www.brennancenter.org),center-left,USA,https://www.brennancenter.org/,TheBrennanCenter,brennancenter,1.0
Brookings Institute (www.brookings.edu),center-left,USA,https://www.brookings.edu/,,brookingsinst,0.8181818181818182
Bulletin of Atomic Scientists (thebulletin.org),center-left,USA,https://thebulletin.org/,,,
Business Insider (www.businessinsider.com),center-left,USA,http://www.businessinsider.com/,,,
Bustle Magazine (www.bustle.com),center-left,USA,https://www.bustle.com/,bustle,bustle,1.0
Buzzfeed (www.buzzfeed.com),center-left,USA,https://www.buzzfeed.com/news,,,
Buzzfeed News (buzzfeednews.com),center-left,USA,https://www.buzzfeednews.com/,,buzzfeednews,1.0
Byline Times (bylinetimes.com),center-left,United Kingdom,https://bylinetimes.com/,,bylineradio,0.6363636363636364
Canadaland (www.canadalandshow.com),center-left,Canada,https://www.canadaland.com/,,canadaland,1.0
Capital Gazette (www.capitalgazette.com),center-left,USA,https://www.capitalgazette.com/,,,
Caribbean Life News (www.caribbeanlifenews.com),center-left,USA,https://www.caribbeanlifenews.com/,,,
Carnegie Endowment for International Peace (carnegieendowment.org),center-left,USA,https://carnegieendowment.org/,,,
Carolina Public Press (carolinapublicpress.org),center-left,USA,https://carolinapublicpress.org/,,cpublicpress,0.7741935483870968
Catch News (http://www.catchnews.com),center-left,India,http://www.catchnews.com,UCcddmqHBErfequ4xYj9orJQ,,
CBC News (www.cbc.ca),center-left,Canada,https://www.cbc.ca/news,CBCtv,cbc,1.0
CBS Boston – WBZ-TV (boston.cbslocal.com),center-left,USA,https://boston.cbslocal.com/,,,
CBS Los Angeles – KCBS (losangeles.cbslocal.com),center-left,USA,https://www.cbsnews.com/losangeles,,,
CBS News (www.cbsnews.com),center-left,USA,https://www.cbsnews.com,CBSNews,cbsnews,1.0
CBS New York (newyork.cbslocal.com),center-left,USA,https://newyork.cbslocal.com/,,,
CBS Seattle – Cw 11 (seattle.cbslocal.com),center-left,USA,https://seattle.cbslocal.com/,,,
Censor.NET,center-left,Ukraine,https://censor.net/,censoruanet,censor_net,0.75
Center for Advanced Defense studies (c4ads.org),center-left,USA,http://c4ads.org/,UCC4oaQy8NqHCVFQ3rIAf3QQ,c4ads,1.0
Center for Global Development (www.cgdev.org),center-left,USA,https://www.cgdev.org/,CgdevOrg1,cgdev,1.0
Center for Inquiry (www.centerforinquiry.org),center-left,USA,https://centerforinquiry.org,centerforinquiry,center4inquiry,0.8666666666666667
Center for International Policy (www.ciponline.org),center-left,USA,https://www.internationalpolicy.org/,UCuDgPaqy0rVMUEeKHKgkDfw,cipolicy,0.5185185185185185
Center for a New American Security (www.cnas.org),center-left,USA,https://www.cnas.org/,CNASdc,cnasdc,0.8
Center for Popular Democracy (populardemocracy.org),center-left,USA (44/180 Press Freedom),http://populardemocracy.org/,,,
Center for Public Integrity (www.publicintegrity.org),center-left,USA,https://www.publicintegrity.org/,,,
Center on Budget and Policy Priorities (www.cbpp.org),center-left,USA (45/180 Press Freedom),https://www.cbpp.org/,,,
Central News Agency (CNA) / Focus Taiwan (http://focustaiwan.tw/),center-left,Taiwan,http://focustaiwan.tw/,,focus_taiwan,0.9565217391304348
Chalkbeat (chalkbeat.org),center-left,USA,https://www.chalkbeat.org/,,,
Channel 4 News (UK) (channel4.com/news),center-left,United Kingdom,https://www.channel4.com/news/,,,
Charleston Gazette Mail (www.wvgazettemail.com),center-left,USA,http://www.wvgazettemail.com/,,,
Cheddar (cheddar.com),center-left,USA (45/180 Press Freedom),https://cheddar.com,cheddar,cheddar,1.0
Chicago Sun-Times (chicago.suntimes.com),center-left,USA (44/180 Press Freedom),https://chicago.suntimes.com/,UCvU3ALK4osa_RV4znIToB2Q,suntimes,1.0
China Africa Project (chinaafricaproject.com),center-left,Unknown,https://chinaafricaproject.com/,,,
Citizen Truth (citizentruth.org),center-left,USA,https://citizentruth.org,UCgnLOrMI6z6RUXX2IxrP7qg,citizentruth_,0.96
Citizens for Responsibility and Ethics in Washington (CREW) (www.citizensforethics.org),center-left,USA (44/180 Press Freedom),https://www.citizensforethics.org,,,
Citizens for Tax Justice (ctj.org),center-left,USA,http://ctj.org/,,,
CityLab (Citylab.com),center-left,USA,https://www.citylab.com/,,,
City Pages (citypages.com),center-left,USA,http://www.citypages.com/,,,
City and State New York (cityandstateny.com),center-left,USA,https://www.cityandstateny.com/,CityandStateNY,cityandstateny,1.0
Clarion Ledger (clarionledger.com),center-left,USA,https://www.clarionledger.com/,,clarionledger,1.0
Clean Technica (cleantechnica.com),center-left,USA (45/180 Press Freedom),https://cleantechnica.com/,cleantechnica,cleantechnica,1.0
CNBC (www.cnbc.com),center-left,USA,https://www.cnbc.com/,CNBCInternational,,
COED (coed.com),center-left,USA,https://coed.com/,,coed,1.0
Columbia Journalism Review (www.cjr.org),center-left,USA (44/180 Press Freedom),https://www.cjr.org/,,,
Columbia Reports (colombiareports.com),center-left,Columbia,https://colombiareports.com,,,
"Columbus Dispatch (www.dispatch.com)
",center-left,USA,https://www.dispatch.com/,,,
Committee to Investigate Russia (investigaterussia.org),center-left,USA,https://investigaterussia.org,,investigateru,0.8666666666666667
Common Cause (www.commoncause.org),center-left,USA (44/180 Press Freedom),http://www.commoncause.org,,,
Commonweal Magazine (www.commonwealmagazine.org),center-left,USA,https://www.commonwealmagazine.org,,,
CommonWealth fund (www.commonwealthfund.org),center-left,USA,https://www.commonwealthfund.org/,,,
Complex (complex.com),center-left,USA,https://www.complex.com/,complex,complex,1.0
Connecticut Post (ctpost.com),center-left,USA,https://www.ctpost.com,,connpost,0.7142857142857143
Consortium News (consortiumnews.com),center-left,USA,https://consortiumnews.com/,UCDZuNFwJ4BIRV_Z5IxFXVrA,,
Constitution Project (www.constitutionproject.org),center-left,USA,https://constitutionproject.org/,,,
Corpus Christi Caller-Times,center-left,USA,https://www.caller.com,,callerdotcom,0.6666666666666666
CrossCut.com (crosscut.com),center-left,USA,http://crosscut.com/,,crosscut,1.0
CT Mirror (ctmirror.org),center-left,USA,https://ctmirror.org/,TheConnecticutMirror,ctmirror,1.0
Daily Commercial (dailycommercial.com),center-left,USA,https://www.dailycommercial.com/,,,
Daily Hampshire Gazette,center-left,USA,https://www.gazettenet.com,,dailyhampgaz,0.2727272727272727
Daily Mirror (www.mirror.co.uk),center-left,United Kingdom,https://www.mirror.co.uk,,dailymirror,0.7058823529411765
Daily Nation (nation.africa),center-left,Kenya,https://nation.africa/,,,
Daily News Journal (dnj.com),center-left,USA,https://www.dnj.com/,,dnj_com,0.6
Dawn (www.dawn.com),center-left,Pakistan (145/180 Press Freedom),https://www.dawn.com/,UCkMdI0K-74jAjOmh5J5H97Q,dawn_com,0.6666666666666666
DCist (dcist.com),center-left,USA,https://dcist.com/,,,
DCReport.org (www.dcreport.org),center-left,USA,https://www.dcreport.org/,,dcreportmedia,0.7619047619047619
Deadline Hollywood (deadline.com),center-left,USA (44/180 Press Freedom),https://deadline.com/,deadlinecom,deadline,1.0
Deccan Herald (www.deccanherald.com),center-left,India (142/180 Press Freedom),http://www.deccanherald.com/,,,
Debunking Denialism (debunkingdenialism.com),center-left,Sweden,https://debunkingdenialism.com,,debunkdenialism,0.9090909090909091
Delaware Online – The News Journal (www.delawareonline.com),center-left,USA (44/180 Press Freedom),https://www.delawareonline.com/,,delawareonline,1.0
Delo (delo.si),center-left,Slovenia,https://www.delo.si/,,,
Democracy 21 (www.democracy21.org),center-left,USA (44/180 Press Freedom),https://democracy21.org/,,d21online,0.3
Democrat and Chronicle (www.democratandchronicle.com),center-left,USA,https://www.democratandchronicle.com/,,dandc,0.4
Demos (www.demos.org),center-left,USA (44/180 Press Freedom),https://www.demos.org/,,,
Denver Post (www.denverpost.com),center-left,USA (44/180 Press Freedom),https://www.denverpost.com/,DenverPost,denverpost,1.0
Denver Westword,center-left,USA,https://www.westword.com/,,denverwestword,0.7272727272727273
Detroit Free Press (www.freep.com),center-left,USA (44/180 Press Freedom),https://www.freep.com/,,freep,1.0
Die Zeit (www.zeit.de),center-left,Germany,https://www.zeit.de/,,,
Digg (digg.com),center-left,USA,https://digg.com/,,,
Diply (https://diply.com/),center-left,Canada,https://diply.com/,,,
DiversityInc (www.diversityinc.com),center-left,USA (44/180 Press Freedom),http://www.diversityinc.com,,,
Dutch Review (dutchreview.com),center-left,Netherlands,https://dutchreview.com/,Dutchreview,dutchreviewing,0.88
DW News (www.dw.com),center-left,Germany,http://www.dw.com/en/top-stories/s-9097,,,
Earth Institute (earth.columbia.edu),center-left,USA,http://earth.columbia.edu/sections/view/9,,,
EarthJustice (earthjustice.org),center-left,USA,https://earthjustice.org,,earthjustice,1.0
East Bay Times (www.eastbaytimes.com),center-left,USA (45/180 Press Freedom),https://www.eastbaytimes.com/,,eastbaytimes,1.0
Econofact,center-left,USA,https://econofact.org/,,econofactorg,0.8571428571428571
Economic Policy Institute (www.epi.org),center-left,USA (44/180 Press Freedom),https://www.epi.org,UCBP_y4Vi31ZECb1I9rOTL0Q,economicpolicy,0.35294117647058826
Economics.Help (www.economicshelp.org),center-left,United Kingdom (33/180 Press Freedom),https://www.economicshelp.org,economicshelp1,,
Egyptian Streets (egyptianstreets.com),center-left,Egypt,https://egyptianstreets.com/,EgyptianStreets,,
"EJ Insight (www.ejinsight.com)
",center-left,Hong Kong,https://www.ejinsight.com/,,,
El Diario NY (eldiariony.com),center-left,USA,https://eldiariony.com/,eldiariolaprensaNY,,
El Pais (elpais.com),center-left,Spain,https://elpais.com/,UCnsvJeZO4RigQ898WdDNoBw,el_pais,0.9230769230769231
El Paso Times (www.elpasotimes.com),center-left,USA,https://www.elpasotimes.com/,,elpasotimes,1.0
Electronic Frontier Foundation (www.eff.org),center-left,USA (44/180 Press Freedom),https://www.eff.org/,efforg,eff,1.0
Emerging Europe (emerging-europe.com),center-left,United Kingdom,https://emerging-europe.com/about/,,,
Empty Wheel (www.emptywheel.net),center-left,USA (44/180 Press Freedom),https://www.emptywheel.net/,,,
Engadget (www.engadget.com),center-left,USA,https://www.engadget.com/,engadget,engadget,1.0
Entertainment Weekly (https://ew.com),center-left,USA,https://ew.com,ew,ew,1.0
ESPN (espn.com),center-left,USA,https://www.espn.com/,UCiWLfSweyRNmLpgEHekhoAg,espn,1.0
Eugene Register-Guard (registerguard.com),center-left,USA,https://www.registerguard.com/,,,
EU Observer (euobserver.com),center-left,Belgium,https://euobserver.com/,,euobs,0.6666666666666666
EurActiv (www.euractiv.com),center-left,Belgium,https://www.euractiv.com/,,,
Eurasia Review (www.eurasiareview.com),center-left,USA,https://www.eurasiareview.com/,eurasiareview,eurasiareview,1.0
"Euronews (www.euronews.com)
",center-left,France (34/180 Press Freedom),https://www.euronews.com,euronews,euronews,1.0
Evansville Courier & Press (courierpress.com),center-left,USA,https://www.courierpress.com/,,courierpress,1.0
Exposing the Truth (www.exposingtruth.com),center-left,United Kingdom (33/180 Press Freedom),https://www.exposingtruth.com/,,,
Facebook News (facebook.com/news),center-left,USA,https://www.facebook.com/news,,,
Fairness and Accuracy in Reporting (fair.org),center-left,USA,http://fair.org/,,,
"Fair Observer (www.fairobserver.com)
",center-left,USA (44/180 Press Freedom),https://www.fairobserver.com,UC0u96nGnEX5liM9S3vkN9YQ,myfairobserver,0.9230769230769231
FairVote (www.fairvote.org),center-left,USA,http://www.fairvote.org/,fairvote,fairvote,1.0
Fast Company (www.fastcompany.com),center-left,USA (44/180 Press Freedom),https://www.fastcompany.com/,FastCompany,fastcompany,1.0
Feminist Frequency (feministfrequency.com),center-left,Canada,https://feministfrequency.com/,feministfrequency,,
Fight for the Future (www.fightforthefuture.org),center-left,USA,https://www.fightforthefuture.org,,,
FivethirtyEight (fivethirtyeight.com),center-left,USA (45/180 Press Freedom),https://fivethirtyeight.com/,FiveThirtyEight,fivethirtyeight,1.0
Food Navigator (foodnavigator.com),center-left,United Kingdom,https://www.foodnavigator.com/,,foodnavigator,1.0
Foreign Policy in Focus (fpif.org),center-left,USA,http://fpif.org/,,,
Fort Worth Weekly (www.fwweekly.com),center-left,USA (44/180 Press Freedom),https://www.fwweekly.com/,,fortworthweekly,0.6956521739130435
France Info (francetvinfo.fr),center-left,France,https://www.francetvinfo.fr/,franceinfo,franceinfo,0.9090909090909091
Freakonomics (freakonomics.com),center-left,USA,https://freakonomics.com/,,freakonomics,1.0
Fusion (fusion.net),center-left,USA,https://fusion.tv/,,,
Gadsden Times (gadsdentimes.com),center-left,USA,https://www.gadsdentimes.com/,,,
"Gainesville Sun (gainesville.com)
",center-left,USA (44/180 Press Freedom),https://www.gainesville.com,,,
Glamour Magazine (www.glamour.com),center-left,USA (45/180 Press Freedom),https://www.glamour.com/,glamourde,,
Global Citizen (www.globalcitizen.org),center-left,USA,https://www.globalcitizen.org/en/,,,
Global News (globalnews.ca),center-left,Canada,https://globalnews.ca/,globalnews,,
Global Post (www.pri.org),center-left,USA,http://www.pri.org/programs/globalpost,,,
Global Real News (globalrealnews.com),center-left,USA,https://globalrealnews.com,,,
Global Risk Insights (globalriskinsights.com),center-left,United Kingdom (33/180 Press Freedom),https://globalriskinsights.com/,,risk_insights,0.7741935483870968
Global Times (www.globaltimes.cn),center-left,China (177/180 Press Freedom),http://www.globaltimes.cn/,,,
GMA Network (gmanetwork.com),center-left,Philippines,https://www.gmanetwork.com/,,,
Google News,center-left,USA,https://news.google.com/,,,
Gothamist (gothamist.com),center-left,USA,https://gothamist.com/,UCY_2VeS5Q9_sMZRhtvF0c5Q,gothamist,1.0
Governing Magazine (www.governing.com),center-left,USA,https://www.governing.com/,,governing,1.0
Government Accountability Project (whistleblower.org),center-left,USA,https://whistleblower.org/,,govacctproj,0.16666666666666666
Government Executive (www.govexec.com),center-left,USA,https://www.govexec.com/,,govexec,1.0
Greensboro News and Record,center-left,USA,https://www.greensboro.com/,,,
Grid News (grid.news),center-left,USA,https://www.grid.news/,,gridnews,0.6666666666666666
Grist (grist.org),center-left,USA (44/180 Press Freedom),https://grist.org/,UC7ga3FLMFOOpMQwaYoW42bw,grist,1.0
Guelph Mercury Tribune (guelphmercury.com),center-left,Canada,https://www.guelphmercury.com/,,mercurytribune,0.5185185185185185
Gun Violence Archive (www.gunviolencearchive.org),center-left,USA,https://www.gunviolencearchive.org,,,
Hamilton Spectator (thespec.com),center-left,Canada,https://www.thespec.com/,thespecvideo,thespec,1.0
Harpers (harpers.org),center-left,USA,https://harpers.org,,,
Hartford Courant (www.courant.com),center-left,USA,http://www.courant.com/,,,
Harvard Political Review (harvardpolitics.com),center-left,USA,http://harvardpolitics.com/,,,
Health Magazine (www.health.com),center-left,USA,https://www.health.com/,UCF11Yrx9bAy2Q6j6lgo0JwQ,health_com_,0.7058823529411765
HealthyWay (www.healthyway.com),center-left,USA,https://www.healthyway.com,,,
Heavy (heavy.com),center-left,USA (45/180 Press Freedom),https://heavy.com,,heavysan,0.7692307692307693
Hechinger Report (hechingerreport.org),center-left,USA,https://hechingerreport.org/,,hechingerreport,1.0
Helsingin Sanomat (hs.fi),center-left,Finland,https://www.hs.fi/,,hsfi,0.6666666666666666
Helsinki Times (www.helsinkitimes.fi),center-left,Finland,https://www.helsinkitimes.fi/,,,
High Country News (www.hcn.org),center-left,USA,https://www.hcn.org,highcountrynews,highcountrynews,0.3333333333333333
Highline (highline.huffingtonpost.com),center-left,,http://highline.huffingtonpost.com,,,
Hindustan Times (www.hindustantimes.com),center-left,India (142/180 Press Freedom),https://www.hindustantimes.com/,,htshowbiz,0.17391304347826086
History News Network (historynewsnetwork.org),center-left,USA (44/180 Press Freedom),http://historynewsnetwork.org/,,myhnn,0.2608695652173913
Hollywood Reporter (www.hollywoodreporter.com),center-left,USA,https://www.hollywoodreporter.com/,hollywoodreporter,thr,0.2
Honolulu Civil Beat (civilbeat.org),center-left,USA,https://www.civilbeat.org,,civilbeat,1.0
Honolulu Star-Advertiser (www.staradvertiser.com),center-left,USA,https://www.staradvertiser.com/,,staradvertiser,1.0
HotNews (hotnews.ro),center-left,Romania,https://www.hotnews.ro/,,,
Houston Chronicle (www.chron.com),center-left,USA (44/180 Press Freedom),https://www.houstonchronicle.com/,,,
Human Rights Watch (www.hrw.org),center-left,USA,https://www.hrw.org/,HumanRightsWatch,hrw,1.0
Humanium (www.humanium.org),center-left,Switzerland,https://www.humanium.org,,,
Ice News (www.icenews.is),center-left,Iceland,https://www.icenews.is/,,icenews,1.0
Idaho Press-Tribune (idahopress.com),center-left,USA,https://www.idahopress.com/,,,
If America Knew (ifamericaknew.org),center-left,USA,http://ifamericaknew.org/,,,
"IFL Science (www.iflscience.com)
",center-left,United Kingdom (33/180 Press Freedom),http://www.iflscience.com/,,,
Independent Australia (independentaustralia.net),center-left,Australia,https://independentaustralia.net/,IndependentAus,independentaus,0.8235294117647058
